File,Subject,Gender,Emotion,Emotion_Id,spikes_mel_spect,mean_mel_spect,min_mel_spect,max_mel_spect,var_mel_spect,std_mel_spect,sum_mel_spect,spikes_chroma_stft,mean_chroma_stft,var_chroma_stft,std_chroma_stft,sum_chroma_stft,spikes_rms,mean_rms,max_rms,var_rms,std_rms,sum_rms,spikes_spec_cent,mean_spec_cent,min_spec_cent,max_spec_cent,var_spec_cent,std_spec_cent,sum_spec_cent,spikes_spec_bw,mean_spec_bw,min_spec_bw,max_spec_bw,var_spec_bw,std_spec_bw,sum_spec_bw,spikes_spec_rolloff,mean_spec_rolloff,min_spec_rolloff,max_spec_rolloff,var_spec_rolloff,std_spec_rolloff,sum_spec_rolloff,spikes_spec_cont,mean_spec_cont,min_spec_cont,max_spec_cont,var_spec_cont,std_spec_cont,sum_spec_cont,spikes_zcr,mean_zcr,min_zcr,max_zcr,var_zcr,std_zcr,sum_zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
eNTERFACE05_Dataset\subject_24_m\happiness\sentence,5\s43_ha_5,24,m,happiness,3,364,0.6291296482086182,8.028525622094662e-10,251.37330627441406,55.25251007080078,7.433203220367432,4873.8671875,278,0.33253589272499084,0.09111873805522919,0.3018588125705719,243.41627502441406,26,0.040339305996894836,0.12351541221141815,0.0011764512164518237,0.03429943323135376,2.460697650909424,25,2676.5408737075522,1184.528804774992,5081.935781599235,1392049.9372967666,1179.8516590219156,163268.99329616068,31,2138.644978550642,1420.714949009691,2791.3397269189886,170570.89485478276,413.00229400668314,130457.34369158915,30,4872.681464523565,2034.8876953125,7482.7880859375,3067298.060479071,1751.3703379008882,297233.5693359375,171,21.94506786562603,6.40239511541182,40.666833335596685,61.062258279418366,7.8142343373755025,9370.543978622314,24,0.16960969518442623,0.021484375,0.45947265625,0.015862902913225556,0.12594801671017117,10.34619140625,-291.74578857421875,68.83155059814453,-22.276338577270508,45.296913146972656,1.6813569068908691,15.42922592163086,-41.92158126831055,-19.168664932250977,-25.976057052612305,-3.7514402866363525,-7.739539623260498,-2.267204999923706,-3.7870213985443115,0.018479105085134506,0.5816493034362793,10.167757034301758,-14.943419456481934,1.9709925651550293,-5.283273696899414,-6.73262882232666
eNTERFACE05_Dataset\subject_24_m\sadness\sentence,1\s43_sa_1,24,m,sadness,4,830,0.0854363664984703,4.915600149146826e-10,28.041109085083008,0.7687809467315674,0.8768015503883362,1953.0753173828125,964,0.4279078245162964,0.0947183147072792,0.30776339769363403,924.2808837890625,66,0.011881094425916672,0.04861823096871376,0.00022891983098816127,0.015130097046494484,2.138597011566162,100,2583.172594166621,769.7406881358327,5656.9802405310675,1088479.36355017,1043.302143940177,464971.06694999174,107,2422.77939792919,1342.610250990009,3053.9087626139235,161627.86318164782,402.0296794785776,436100.2916272542,116,5353.453369140625,990.52734375,8236.4501953125,3203291.538028419,1789.774158386588,963621.6064453125,422,19.577624723942925,7.709622899376583,49.62506685677892,59.521965134884525,7.71504796711495,24667.807152168087,87,0.13714735243055556,0.01025390625,0.49609375,0.011542504775671312,0.10743604970246864,24.6865234375,-449.89349365234375,78.20639038085938,-1.4728556871414185,33.43362045288086,3.857196807861328,16.620431900024414,-14.495866775512695,1.1294769048690796,-11.876069068908691,4.957968711853027,-3.3005878925323486,8.080016136169434,-4.924271106719971,7.077245235443115,1.5361367464065552,1.8966084718704224,-6.605172157287598,2.787811040878296,-6.329646587371826,0.04117567092180252
eNTERFACE05_Dataset\subject_24_m\sadness\sentence,2\s43_sa_2,24,m,sadness,4,664,0.05004330351948738,5.46734046924513e-10,23.294368743896484,0.36245042085647583,0.602038562297821,1029.5909423828125,850,0.40836355090141296,0.10021185874938965,0.31656256318092346,793.8587646484375,58,0.009821665473282337,0.036796677857637405,0.00011626151535892859,0.010782463476061821,1.5911097526550293,82,2626.5913720628364,728.5006596213143,5020.2633877738535,1884598.2729083046,1372.8067136011189,425507.80227417947,98,2295.9808964722074,1379.2697037354874,2964.0291976256053,228772.79736544366,478.3019938965796,371948.90522849764,98,4917.877875434027,818.26171875,7655.0537109375,5515732.0675456235,2348.55957291818,796696.2158203125,384,19.49938758735524,5.175618928941101,41.737744441268205,61.965330877499504,7.871806074688292,22112.30552406084,77,0.16081934799382716,0.00927734375,0.3984375,0.01837797405479558,0.13556538663978937,26.052734375,-451.04681396484375,76.28233337402344,7.967151165008545,42.317142486572266,-0.10637862235307693,25.673206329345703,-7.82965612411499,2.157634735107422,-13.113785743713379,5.246368885040283,-6.5118255615234375,7.2373127937316895,-2.5387237071990967,2.5019984245300293,-1.3185322284698486,2.2191684246063232,-5.4719719886779785,5.760410785675049,-4.917941093444824,3.0189671516418457
eNTERFACE05_Dataset\subject_24_m\sadness\sentence,3\s43_sa_3,24,m,sadness,4,1151,0.039137233048677444,4.897115490898329e-10,13.034384727478027,0.14883938431739807,0.38579708337783813,1073.612548828125,1145,0.4184704124927521,0.09670338779687881,0.3109716773033142,1084.67529296875,94,0.009178846143186092,0.033080410212278366,8.572981460019946e-05,0.009259039536118507,1.9826308488845825,113,2459.1427932313723,723.7565839226295,5512.224323459124,1369736.162677745,1170.3572799268372,531174.8433379764,116,2437.365993724559,1298.3576287691358,3175.688102662908,308826.27897315274,555.72140409845,526471.0546445047,126,5098.085530598958,1012.060546875,8344.1162109375,5195645.863012307,2279.3959425716953,1101186.474609375,538,19.34625590366583,6.864396708119482,45.08613255198351,55.87352810505673,7.474859738152732,29251.538926342735,95,0.11315239800347222,0.013671875,0.46826171875,0.0080357193486926,0.08964217394001887,24.44091796875,-471.3044738769531,84.25392150878906,12.91385269165039,36.482452392578125,3.3446013927459717,25.887351989746094,-8.445369720458984,-1.7861398458480835,-13.790138244628906,4.816461563110352,-6.100292205810547,8.706732749938965,-7.715319633483887,3.373544931411743,-4.7819905281066895,5.287668704986572,-6.777580738067627,2.611604928970337,-3.160200357437134,3.3942391872406006
eNTERFACE05_Dataset\subject_24_m\sadness\sentence,4\s43_sa_4,24,m,sadness,4,395,0.05018679425120354,5.054592855380236e-10,17.368274688720703,0.26698601245880127,0.5167068839073181,497.150390625,435,0.47921130061149597,0.09285905957221985,0.30472785234451294,448.5417785644531,27,0.009092207998037338,0.0405871644616127,0.0001299413706874475,0.011399182491004467,0.7091922163963318,40,2535.372860001554,734.5031275689544,5014.705776752281,1758679.7050355251,1326.1522178979021,197759.0830801212,45,2419.4687039322857,1276.601079814467,3092.808859209747,392687.4370927553,626.6477775375536,188718.5589067183,45,5046.085298978365,1141.259765625,7795.01953125,6839582.3463541875,2615.2595179741124,393594.6533203125,199,18.925410030929356,3.2443543592375192,38.868041742373066,51.90098420217668,7.204233769262119,10333.273876887428,39,0.12796724759615385,0.021484375,0.31640625,0.008931299168212408,0.09450555099152858,9.9814453125,-489.20233154296875,85.18955993652344,13.837538719177246,32.43938064575195,8.163201332092285,22.58601951599121,-7.341413497924805,0.2361171990633011,-15.64825439453125,2.8045966625213623,-2.8615036010742188,6.262452125549316,-6.22700834274292,5.289437294006348,-4.321467876434326,3.703205108642578,-6.949569225311279,3.62200665473938,-1.8166812658309937,-0.1306546926498413
eNTERFACE05_Dataset\subject_24_m\sadness\sentence,5\s43_sa_5,24,m,sadness,4,580,0.018876340240240097,4.37777925021976e-10,9.52259349822998,0.058229297399520874,0.24130748212337494,364.38885498046875,951,0.5710006356239319,0.08062818646430969,0.2839510142803192,1041.505126953125,35,0.004588667303323746,0.0260658860206604,5.895633512409404e-05,0.007678302936255932,0.6974774599075317,109,2967.745382884037,771.7139649977346,4096.36875483597,952790.6525679121,976.1099592606932,451097.29819837364,110,2702.9602755549827,1362.1969948816868,3095.883552174876,289067.14242761524,537.6496465428163,410849.9618843574,110,6198.870849609375,893.6279296875,7773.486328125,4194350.67417002,2048.0113950293394,942228.369140625,327,17.538931541435012,5.410896509238841,36.357259173533045,50.266959387852445,7.089919561451487,18661.42316008685,73,0.13796836451480263,0.00927734375,0.29541015625,0.005514856180243215,0.07426207767254572,20.97119140625,-534.418701171875,69.30919647216797,10.187188148498535,33.01337814331055,4.668989658355713,22.60267448425293,-5.2349114418029785,6.405470371246338,-9.284866333007812,9.731460571289062,-0.10067638754844666,9.408273696899414,-5.5318498611450195,8.056110382080078,-2.208655595779419,4.993107795715332,-5.432713508605957,3.460336685180664,-1.6427276134490967,2.4753379821777344
eNTERFACE05_Dataset\subject_24_m\surprise\sentence,1\s43_su_1,24,m,surprise,5,528,0.7690799236297607,7.201542695511876e-10,343.8470764160156,67.19462585449219,8.197233200073242,7911.525390625,387,0.33116814494132996,0.10634639859199524,0.3261079490184784,321.89544677734375,36,0.04488757625222206,0.12312862277030945,0.001366473501548171,0.03696584329009056,3.6358935832977295,31,2052.2069779821745,1146.668322222044,3316.5289745763794,442740.50510723924,665.3874849343346,166228.76521655614,22,2161.7711893901896,1533.7030870642695,3018.502964455574,237172.9975915393,487.0041042861336,175103.46634060537,28,4606.111653645833,1711.8896484375,7202.8564453125,2418729.4504377577,1555.2264948996199,373095.0439453125,229,21.497084954044606,6.819961913347118,41.45536066042193,55.276627899925984,7.434825344278504,12188.847168943292,30,0.0797827449845679,0.02783203125,0.17919921875,0.0018075229445348297,0.04251497318045525,6.46240234375,-336.8660888671875,92.76615905761719,-11.945115089416504,21.954580307006836,-17.095548629760742,14.651039123535156,-26.619281768798828,-25.634380340576172,-13.413041114807129,-14.144949913024902,-5.024630546569824,6.11676025390625,-10.426899909973145,0.8316236138343811,2.8252816200256348,-2.4095747470855713,-10.828929901123047,-1.2987231016159058,-8.62106990814209,-5.182372570037842
eNTERFACE05_Dataset\subject_24_m\surprise\sentence,2\s43_su_2,24,m,surprise,5,617,0.5561066269874573,5.498183575092241e-10,230.43218994140625,23.537954330444336,4.851593017578125,5508.7919921875,396,0.3801710605621338,0.10080146789550781,0.31749245524406433,355.8401184082031,38,0.0390307642519474,0.09876833111047745,0.0010036778403446078,0.0316808745265007,3.0443997383117676,33,2454.03108199124,1215.2336918690235,4899.973009227368,824816.8480618603,908.1942788092537,191414.42439531672,34,2270.4823100574217,1563.9515335008061,3065.6526831376605,250966.95354620615,500.96602035088785,177097.6201844789,36,5048.431865985577,2444.0185546875,7579.6875,2945583.982114961,1716.2703697596603,393777.685546875,202,20.40509584754541,7.398358233725702,49.00931043717676,64.79512335178865,8.049541810052833,11141.182332759794,30,0.11845202323717949,0.0302734375,0.39697265625,0.006708367885060409,0.08190462676223126,9.2392578125,-319.4138488769531,81.3469467163086,-16.68641471862793,29.972387313842773,-6.042555332183838,16.34109878540039,-33.199039459228516,-16.532485961914062,-12.359121322631836,-4.888298034667969,-6.806832313537598,-1.2230100631713867,-10.65002727508545,1.0959149599075317,-2.8580479621887207,-0.07768094539642334,-17.6573486328125,0.7397069931030273,-8.174617767333984,-4.075395107269287
eNTERFACE05_Dataset\subject_24_m\surprise\sentence,3\s43_su_3,24,m,surprise,5,832,0.6833789348602295,5.204141007020269e-10,321.46026611328125,51.769161224365234,7.1950788497924805,11716.5322265625,662,0.3656560182571411,0.10399065166711807,0.3224758207798004,592.3627319335938,65,0.03873269259929657,0.12127519398927689,0.0014098805841058493,0.037548378109931946,5.228913307189941,53,1934.732409611593,576.3260848574055,3634.5977489225265,1114078.105159066,1055.4989839687512,261188.87529756507,57,2094.7527761854335,910.8255906590219,3078.259878480672,591373.2225385859,769.0079469931283,282791.6247850335,53,4009.00390625,527.5634765625,7515.087890625,6861243.738746643,2619.397590811033,541215.52734375,395,20.800296531657768,5.850009423207366,42.32670144638451,58.15380185087369,7.625864006843663,19656.28022241659,50,0.0824146412037037,0.017578125,0.2216796875,0.003644545467465666,0.06037007095793135,11.1259765625,-408.904541015625,100.005859375,11.742913246154785,30.39181900024414,0.7757681608200073,5.303309440612793,-9.461465835571289,-7.890241622924805,-14.330964088439941,-8.491887092590332,-8.745173454284668,-6.608298301696777,-4.9519171714782715,-3.810073137283325,-2.7357723712921143,2.9058260917663574,-10.721315383911133,-3.9303457736968994,-6.022038459777832,-7.872015953063965
eNTERFACE05_Dataset\subject_24_m\surprise\sentence,4\s43_su_4,24,m,surprise,5,467,0.52674800157547,5.340489162009021e-10,276.33441162109375,39.65848159790039,6.2974982261657715,5351.759765625,407,0.36607056856155396,0.10824017971754074,0.32899874448776245,351.427734375,35,0.035315871238708496,0.09946005791425705,0.001032886910252273,0.032138556241989136,2.8252696990966797,28,2094.186542168808,712.1598683682597,5161.6528044874385,1181331.149591754,1086.890587682014,167534.92337350463,32,2135.7122751157526,1376.5572490327158,3085.416883390854,333158.2012811311,577.1985804566148,170856.98200926022,30,4328.4429931640625,872.0947265625,7924.21875,4406337.015881762,2099.127679747414,346275.439453125,217,20.83764611866483,4.889035487718527,46.169484878482685,60.338113715596855,7.767761177816737,11669.081826452304,29,0.095355224609375,0.01171875,0.35546875,0.005700577460229396,0.07550216857964674,7.62841796875,-370.86749267578125,91.29475402832031,-4.83672571182251,30.628732681274414,-1.8237762451171875,14.81420612335205,-14.589370727539062,-13.947515487670898,-16.342273712158203,-8.889978408813477,-8.710789680480957,0.9896688461303711,-13.46172046661377,-6.043264389038086,1.8945165872573853,0.4988158643245697,-10.411382675170898,2.5024564266204834,-6.488968849182129,-5.427890300750732
eNTERFACE05_Dataset\subject_24_m\surprise\sentence,5\s43_su_5,24,m,surprise,5,882,0.3600786030292511,4.762936711699695e-10,329.0255432128906,26.714954376220703,5.168651103973389,6722.3076171875,831,0.45740634202957153,0.09390677511692047,0.30644211173057556,806.8648071289062,62,0.025236235931515694,0.12054590880870819,0.000917632132768631,0.030292443931102753,3.7097268104553223,74,2454.7433362575816,654.8807102615496,5856.784882355782,1739286.331438412,1318.8200527131864,360847.2704298645,70,2309.675540535862,1263.4142071404146,3084.7585584097583,456309.1064016153,675.5065554098015,339522.3044587717,76,4884.228515625,689.0625,8010.3515625,6902553.116083145,2627.2710397070086,717981.591796875,374,19.416660955144017,4.473185684390735,47.825351588871314,62.64641584516289,7.914948884557808,19979.744122843193,73,0.13174293154761904,0.0166015625,0.548828125,0.01287318681643393,0.11346006705636097,19.3662109375,-417.7966003417969,86.24102020263672,12.69959545135498,22.715194702148438,-1.2174707651138306,10.950770378112793,-8.263742446899414,-3.26546311378479,-9.827181816101074,-1.790177345275879,-4.792535781860352,-2.1224052906036377,-5.465123653411865,0.5985703468322754,-3.6402177810668945,0.4779824912548065,-7.970363616943359,-2.126075267791748,-4.782430648803711,-4.928042411804199
eNTERFACE05_Dataset\subject_25_m\anger\sentence,1\s25_an_1,25,m,anger,0,911,1.1037381887435913,7.365958953897689e-10,225.08912658691406,59.361515045166016,7.704642295837402,13877.2998046875,482,0.3636130094528198,0.10305418819189072,0.32102054357528687,431.9722595214844,52,0.05715680867433548,0.13016052544116974,0.0016025479417294264,0.040031835436820984,5.658524036407471,35,2050.6734087964433,772.4241187737152,5520.1929050923945,1030304.1680740841,1015.0389983020771,203016.6674708479,43,2056.7344101340013,1215.5060971416824,3155.622505871093,176603.1452850358,420.2417700384337,203616.70660326615,43,4143.401544744318,764.4287109375,8580.9814453125,2878159.235725718,1696.5138477848384,410196.7529296875,252,22.013086756781593,5.758107456249367,52.51538108163642,73.68984091394975,8.584278706679424,15255.069122449644,28,0.09682271938131314,0.02197265625,0.359375,0.006895567443757357,0.08303955348963142,9.58544921875,-273.13031005859375,103.55661010742188,-7.899742603302002,34.42471694946289,-13.170082092285156,-7.675673961639404,-29.795467376708984,4.461941719055176,-23.487672805786133,-0.1281004101037979,-14.60595989227295,-3.8604660034179688,-3.4369044303894043,-2.1083931922912598,-2.2529103755950928,-0.5931470990180969,-12.180296897888184,6.1517157554626465,-11.152937889099121,-7.319486141204834
eNTERFACE05_Dataset\subject_25_m\anger\sentence,2\s25_an_2,25,m,anger,0,974,0.8736824989318848,7.117346156881865e-10,272.7195739746094,45.44034957885742,6.740945816040039,12094.38671875,536,0.38217398524284363,0.09774773567914963,0.3126463294029236,499.8835754394531,57,0.052066780626773834,0.12451907992362976,0.001351674203760922,0.036765120923519135,5.675279140472412,40,2063.2212751720663,1007.8872958071314,6312.087263254835,1124990.2507405253,1060.6555759248736,224891.11899375523,50,1966.8004405869829,1228.4807756240314,2758.4242167002,189988.64799629073,435.87687251824997,214381.24802398114,43,3903.9302160980506,1711.8896484375,8570.21484375,3007886.9951097425,1734.3260924952212,425528.3935546875,304,21.241029463178787,6.7694056616492,44.939567227051604,63.31914851280535,7.957333002508149,16206.905480405414,32,0.10345738962155963,0.03955078125,0.57275390625,0.009334672371272177,0.09661610823911392,11.27685546875,-279.4316101074219,105.76818084716797,-22.030933380126953,28.49273681640625,5.243047714233398,-5.2351298332214355,-26.331357955932617,-2.07311749458313,-21.60202407836914,1.4910449981689453,-10.79954719543457,0.7830986380577087,-6.062517166137695,-0.7126544713973999,-0.8149547576904297,4.100821495056152,-8.170869827270508,-1.5899070501327515,-9.841038703918457,-0.32976439595222473
eNTERFACE05_Dataset\subject_25_m\anger\sentence,3\s25_an_3,25,m,anger,0,894,0.6186848282814026,5.93297022621897e-10,133.2560577392578,16.235233306884766,4.029296875,5735.8271484375,366,0.44783034920692444,0.08650187402963638,0.2941119968891144,392.29937744140625,39,0.04180814325809479,0.10636748373508453,0.0010300807189196348,0.03209486976265907,3.0519943237304688,29,1968.2332724445166,917.566104366957,4704.6032832348155,657849.318736005,811.0791075696654,143681.0288884497,35,1956.3670370147674,1209.8523351691483,3061.1881127627903,279906.05568371096,529.0614857308278,142814.79370207802,31,3850.7561670590753,1248.92578125,8591.748046875,3133208.8076737253,1770.0872316566,281105.2001953125,181,19.96646040568528,7.5725579414804844,40.963682159809906,58.49845119856654,7.6484280214019496,10202.861267305178,29,0.10486007063356165,0.02783203125,0.36669921875,0.004537554837722764,0.06736137496906341,7.65478515625,-283.7097473144531,122.95472717285156,-31.96976089477539,12.657421112060547,-2.2711849212646484,-8.164599418640137,-16.961530685424805,-4.421663284301758,-16.179651260375977,11.122079849243164,-11.165970802307129,5.369932651519775,-5.127659320831299,0.4979882836341858,0.1574093997478485,-0.38088852167129517,-11.277968406677246,0.27729904651641846,-11.405073165893555,0.028923021629452705
eNTERFACE05_Dataset\subject_25_m\anger\sentence,4\s25_an_4,25,m,anger,0,746,0.928439736366272,5.79300052372389e-10,207.3442840576172,45.28212356567383,6.729199409484863,10376.2421875,388,0.3593616783618927,0.08919986337423325,0.298663467168808,379.4859313964844,46,0.05076519027352333,0.12455180287361145,0.0014174835523590446,0.0376494824886322,4.467336654663086,30,1724.737119277453,880.9658303950688,4417.931248315747,557409.1591937857,746.5983921719801,151776.86649641587,35,1921.4679023763827,1232.7541213416278,3086.918335777743,234702.23657538713,484.4607688713165,169089.17540912167,29,3520.311667702415,1130.4931640625,7385.888671875,2658680.3075731997,1630.54601516584,309787.4267578125,241,21.518832113005857,7.416642020372863,45.54392422578856,58.655100221838495,7.658661777480352,13255.600581611609,27,0.07466819069602272,0.02880859375,0.2080078125,0.00237813441098229,0.04876611949891328,6.57080078125,-304.7208251953125,120.3798828125,-13.920938491821289,26.78205680847168,-2.868556499481201,-7.484853744506836,-23.2987003326416,1.9365345239639282,-17.314241409301758,-0.7496755123138428,-18.645963668823242,-7.283543109893799,-0.6484952569007874,-0.6678631901741028,-0.969255268573761,2.4226441383361816,-11.649368286132812,-1.6327242851257324,-13.327590942382812,-6.487536907196045
eNTERFACE05_Dataset\subject_25_m\anger\sentence,5\s25_an_5,25,m,anger,0,936,0.6031448841094971,3.7846917266826097e-10,261.50439453125,34.23218536376953,5.850827693939209,8349.3349609375,560,0.40885621309280396,0.09949561208486557,0.3154292404651642,534.783935546875,51,0.03976156935095787,0.12006879597902298,0.0010669587645679712,0.03266433626413345,4.334011077880859,46,2012.404698798448,936.445985435608,3672.57633295898,732552.190243988,855.892627754199,219352.11216903082,49,2033.7640167993927,1214.6510550493151,3081.5426936465324,298835.6369499155,546.6586109720723,221680.2778311338,52,4022.2640571244265,990.52734375,7611.9873046875,3640513.1540744156,1908.0128810032745,438426.7822265625,289,20.90645371663336,3.572122996986418,44.29699800670553,65.25316759792905,8.077943277711787,15951.624185791254,43,0.09204773509174312,0.02734375,0.1982421875,0.0023367759926774044,0.04834021092917784,10.033203125,-324.8420715332031,109.38585662841797,-13.06934642791748,36.79524230957031,6.354413986206055,-3.0081257820129395,-25.69426727294922,2.1996278762817383,-13.069340705871582,-1.591604471206665,-12.182230949401855,-3.478733539581299,-2.59544038772583,0.3202625811100006,-0.5193278193473816,1.556261420249939,-3.9796783924102783,-0.6311450004577637,-9.07192325592041,-1.0193618535995483
eNTERFACE05_Dataset\subject_25_m\disgust\sentence,1\s25_di_1,25,m,disgust,1,924,0.2817286550998688,5.191723717601349e-10,80.6069107055664,4.530440330505371,2.1284830570220947,3577.9541015625,462,0.3536037504673004,0.09850648790597916,0.31385743618011475,424.3244934082031,42,0.028936197981238365,0.09159521758556366,0.0003866204642690718,0.01966266706585884,2.8936197757720947,34,1736.4976392159763,716.221133934959,5645.6647218927565,1102046.2799853375,1049.7839206166846,173649.76392159762,46,1896.7676202936234,964.8868793724898,3111.6621626335127,262431.8163539412,512.2809935513334,189676.76202936235,40,3357.24169921875,742.8955078125,7913.4521484375,3951358.3270761967,1987.802386324203,335724.169921875,262,20.892439037052615,6.572168110336798,45.64643939396418,60.901152784124655,7.803919065708246,14624.70732593683,32,0.0835693359375,0.0126953125,0.36865234375,0.006193758845329285,0.07870043738969489,8.35693359375,-346.9835205078125,119.8951187133789,-0.8263859748840332,33.545692443847656,-2.2936158180236816,2.4620041847229004,-24.26378631591797,0.9017897844314575,-13.400643348693848,-4.172460079193115,-7.203144550323486,3.011284828186035,-7.036167144775391,4.732623100280762,-0.3620530962944031,-1.0768009424209595,-7.582896709442139,1.4546191692352295,-9.131392478942871,-1.022956132888794
eNTERFACE05_Dataset\subject_25_m\disgust\sentence,2\s25_di_2,25,m,disgust,1,592,0.33851709961891174,6.228480509129497e-10,139.22869873046875,11.705586433410645,3.4213428497314453,3654.292236328125,423,0.39081600308418274,0.091175876557827,0.30195343494415283,398.63232421875,41,0.02909301221370697,0.10155317932367325,0.0006176457391120493,0.024852478876709938,2.4729061126708984,38,2256.9551753962596,731.725057887272,5665.903302492583,1730289.2646498277,1315.4046011208216,191841.18990868205,38,2049.895066039502,1262.5508251438885,3095.967348420757,244910.7601203306,494.88459272878015,174241.08061335768,42,4183.268037683823,753.662109375,8150.3173828125,4833777.011402257,2198.5852295060695,355577.783203125,211,20.58724694236232,5.33541219049142,41.3088018645114,70.49108895104716,8.395897149861185,12249.41193070558,37,0.12427045036764706,0.021484375,0.44482421875,0.010394543050482197,0.10195363186508952,10.56298828125,-346.6047058105469,94.89654541015625,-1.9536123275756836,38.6350212097168,-0.06640324741601944,-0.8469101786613464,-33.54883575439453,3.0007364749908447,-12.581329345703125,-4.281033992767334,-8.278717041015625,1.5463732481002808,-9.671967506408691,1.8132708072662354,-4.4019975662231445,-2.3397157192230225,-9.029899597167969,-2.3509836196899414,-5.366067886352539,-2.32023549079895
eNTERFACE05_Dataset\subject_25_m\disgust\sentence,3\s25_di_3,25,m,disgust,1,759,0.10501041263341904,5.661482949115282e-10,24.204477310180664,0.4944837689399719,0.7031953930854797,906.8699340820312,341,0.44926324486732483,0.08168218284845352,0.285800963640213,366.59881591796875,28,0.01667875424027443,0.0470740981400013,0.00021987559739500284,0.014828202314674854,1.1341552734375,35,2217.613924087935,751.2646261644684,3912.2824576842577,837334.5771685307,915.0598762750614,150797.7468379796,34,1957.1641937891716,889.5174021830596,2953.9576694743914,285613.21741647186,534.4279347269114,133087.16517766367,34,4260.565903607537,1055.126953125,7245.9228515625,3765460.300512973,1940.4793996620972,289718.4814453125,169,19.00979969170663,4.7532807240210735,46.356322483500165,60.58329817866948,7.783527360950784,9048.664653252355,31,0.13541187959558823,0.0400390625,0.30029296875,0.0050264277260196255,0.07089730408146437,9.2080078125,-371.9830322265625,108.7439193725586,-30.085264205932617,25.526002883911133,-14.997151374816895,3.5349087715148926,-18.202293395996094,5.594773769378662,-7.3228960037231445,-1.2627660036087036,-7.768475532531738,5.160772800445557,-7.515788555145264,10.784825325012207,6.851674556732178,1.822322130203247,-10.268830299377441,0.5800844430923462,-5.9373064041137695,-2.1771433353424072
eNTERFACE05_Dataset\subject_25_m\disgust\sentence,4\s25_di_4,25,m,disgust,1,669,0.19380944967269897,6.019066356444114e-10,100.39789581298828,4.821555137634277,2.1958038806915283,2338.31103515625,516,0.4564804434776306,0.08861950039863586,0.2976902723312378,520.3876953125,28,0.02110278233885765,0.09069608896970749,0.0005752703291364014,0.023984793573617935,2.0047643184661865,32,2819.420500072604,946.9159536970155,6286.038573700258,1555921.7343264185,1247.365918376167,267844.9475068974,52,2295.505272872049,1090.2805612576094,3145.004298387187,279996.5061687734,529.1469608424236,218073.00092284463,50,5361.654245476973,1959.521484375,8613.28125,3383363.182229943,1839.3920686547344,509357.1533203125,215,19.603835042415966,5.447599806953534,47.03245308078644,62.648524788441456,7.91508210876182,13036.550303206617,41,0.16370785361842105,0.0244140625,0.56396484375,0.013279997384449124,0.11523887097871588,15.55224609375,-362.8280029296875,74.15953063964844,-9.451590538024902,32.6208610534668,9.326510429382324,5.22896146774292,-33.39307403564453,7.83432674407959,-6.749006271362305,2.5693750381469727,-5.209629535675049,3.22987961769104,-5.099235534667969,8.02660083770752,2.463870048522949,2.036939859390259,-6.948645114898682,3.471916675567627,-6.578670501708984,-2.1775434017181396
eNTERFACE05_Dataset\subject_25_m\disgust\sentence,5\s25_di_5,25,m,disgust,1,329,0.20025098323822021,6.591904799790882e-10,65.0174789428711,4.512907981872559,2.1243605613708496,1246.161865234375,242,0.4186220169067383,0.09359720349311829,0.3059366047382355,246.14974975585938,16,0.02232922427356243,0.07979685813188553,0.00048106929170899093,0.021933291107416153,1.0941319465637207,21,2955.3532620254955,745.4820220841567,5690.130451017042,2616738.002048704,1617.6334572605451,144812.30983924927,24,2143.102444007509,873.4505060371954,3102.5726407423326,297064.10063859966,545.0358709650216,105012.01975636794,25,5098.53515625,904.39453125,7956.5185546875,5331119.327545166,2308.9216806867153,249828.22265625,131,20.01059549381261,4.904820435403904,49.86520048320294,64.43311043154377,8.02702375924874,6863.634254377725,19,0.1936084980867347,0.04248046875,0.52294921875,0.023054075459548205,0.15183568572489212,9.48681640625,-338.86041259765625,76.36599731445312,-3.629126787185669,19.454788208007812,-18.7116756439209,8.879010200500488,-30.04007911682129,2.6831936836242676,-3.1012260913848877,5.380171298980713,-8.611215591430664,5.385974884033203,-12.081094741821289,7.513256072998047,-0.14848768711090088,1.6949443817138672,-10.461620330810547,-2.5016956329345703,-8.541537284851074,-1.3095269203186035
